menuItemId,price
0161c3cf-3de2-4d06-88b6-8de6d26f9e8d,31
016974b5-ce63-4675-960c-85987132caab,34
016a796b-2683-4ada-9b99-d08704ca1172,36
0173c026-d873-4607-bbcd-0a0166279dc4,51
01743370-1b22-4ae5-9b73-9bc0e5f455fa,99
017525c3-a9cd-4a32-99fa-28c649216e20,21
01758db1-7073-480a-8312-998be090c264,22
01779c13-a2b7-4aff-af22-4aa2b5dbdf74,87
017f5eeb-61ca-4be6-ace8-1dd1f6370b51,21
01803395-eb33-4f2f-bcc8-a3b5040831a7,73
01808834-e7da-4b4f-9ef0-82e651680f84,23
01860e60-2a71-4106-8fe8-cbd2fafedaa8,81
01868f0b-dfe4-484f-bf69-075cc6b6374e,15
01878f18-37fb-4a3f-8fd9-8df3538497a2,29
0188a784-0966-4105-bf15-e8bd158bef38,75
018e6988-eacc-4794-870a-f4a66a27a108,86
0192b7b6-4cdd-4b93-a4e3-36e0083c6fcc,55
01962f2e-9a95-409b-9c58-0187c2dc7afe,99
019c1c93-0fe9-4983-a18a-1108586944b8,12
019dd6b8-a602-46d7-a36b-46e6af0a9588,80
01a4cc5a-f3f1-4acb-ad2e-da26b676e786,44
01a4ec6e-9f58-4cbb-ad3a-fec4294e40e5,87
01a64fd5-08ec-491a-81dc-e752c1f1b857,82
01a9bc29-e1d0-4cda-8365-13fa7462188b,67
01aac6f8-7259-45a8-a18f-e2680af0dc71,18
01ad95c6-42e7-4dc4-9bb0-b9341aff7a6b,43
01b0685c-f882-4cf0-a582-a88869594a00,70
01b0ea88-ed3d-4fda-a15c-8cfe59bdf8de,83
01b2390f-c092-49d2-96bc-d1974e3eaf84,60
01b2ea70-688d-4daf-9488-816838fc73e3,63
01b3b80e-342e-41f3-a11b-c84f001ecc6f,86
01b64ccb-a28a-44ab-a8c3-937058be0e45,18
01b907f3-6f12-40e2-a625-76d2ea976cbd,19
01b9ba09-6c88-4b2c-ae2c-98839739149f,18
01bb2700-2934-4489-8ab1-f17ffdf2dfff,82
01bd3e6d-16d3-4add-a069-f1c600bbc693,78
01bdab35-b3ce-4910-877d-58fd2499a545,25
01c013f9-e5e8-4239-a702-e1bbca9ae5f2,19
01c03645-c7ab-4af8-96ef-4c8f6bbf5013,40
01c1a07b-d94f-4b01-b6e9-7358ef24942e,31
01c3632b-6b7e-4869-82ec-6fd53380df15,18
01d00c13-9d13-41d2-8f3f-b2b38013c02c,16
01d51445-b139-426e-ae06-108f76e48ec0,58
01d643d5-10cd-4c3b-a534-86e8f89d5936,72
01d81f35-fa83-428c-be6f-47409d05a02d,41
01d99e77-6db3-46ad-a7ac-6f10c47ba353,39
01dbe69f-26f2-4d71-8f67-f85be6f01d55,95
01e431b7-d646-49dd-abc3-d648e16a71ff,17
01e7ba8e-0c98-4e3c-887d-e04648781646,86
01e7dcec-2156-41f9-8d41-8d487004843b,34
01eb0bc4-ec9f-436d-adfa-2f023b5bf68b,37
01eb1a28-d4b2-4620-aadd-7938f537e9de,85
01f2ca7c-9253-4367-8ad1-d542329fab97,38
01f50013-6d0b-4edc-836f-e00db64cccfe,16
01fe2fae-6d79-4138-9b05-3b0edef14e1f,84
01ff07b9-1d85-4a6a-ad76-6d74c5f406cf,23
02057c6f-218a-4d3d-a8d4-85a126bbcbe2,57
0209e5f9-68ed-4d8e-aa8a-cbef944ddd48,98
020d953d-6d59-45a6-9562-b3bd51b77868,72
02130eb2-54ad-4554-b01d-64457b2cf40f,82
02181068-51b9-41b2-ac55-45dd31e3f615,25
02198153-35ab-4a14-985d-3a23cc7d7c99,20
021a63d7-6dce-484e-a8cd-da7bd0b60a11,58
021ee258-fa9a-4992-8a28-7b6540e3e6e3,17
021f661a-1306-4f43-9569-17bdbdc54ff7,91
0222be3f-3261-4607-ade2-5153be414da0,82
022346ae-7c08-4a92-95b9-7e1fbcd274dd,72
022895ad-935e-4017-9257-afd916556def,87
0233d373-a253-44d3-9946-d3f3a36bb3c2,17
0236822a-047c-42ad-9274-075c9e0a6bf2,73
0237adb9-bf37-414c-9b8e-a45bb3e15273,39
023a547d-d029-48a5-b3f7-32bcbc80c15a,90
023cb1a8-c911-41a3-ba8e-933964bb2fe7,76
0242a5d7-cb47-48ce-8e8d-bee969ac3dd7,76
0243104b-b603-43cf-8376-d2d6b0797c4f,76
024333bf-1803-4e5d-9b65-1a89e339d904,71
02439c52-c154-4f62-aaf1-f7ab33546b8e,75
024463ea-bac7-42fc-9ae8-d4c0de330a81,25
024aa97a-7290-418b-9a49-83b7e32d4693,59
024c1d14-fdec-4a3b-be88-08f021b90076,64
024f595d-b237-4ebe-bc77-c0786edbb5f7,29
0253a39b-4d12-4c0f-8e92-d00f59cf0864,41
02541ae1-0afa-4f7a-921c-10c856fe2a7a,80
02557141-e44f-4871-af86-b02aa0310a94,23
02569643-81ad-4dd3-8cd5-10b466534419,37
025bd446-0070-46b3-ab47-c2110f0f1bd9,14
025c5455-a2eb-41cb-83cf-1f06b31befcd,22
025ceffd-ae51-4461-8562-dad83c057c9b,33
025eaf2e-bbb4-4005-a7f1-5a39b1ef37b4,89
026039c9-b744-4fd9-a73d-3bc6b7cdbf41,99
026249ff-8727-4300-a751-133dc845fab7,78
0265b981-af93-41da-8aff-a2833c006f8e,35
026a1e14-7f50-48e0-9d6b-77b8e054bcaf,21
026bceac-1eed-4bef-bd63-d2875620e0d3,38
0272fc22-a619-46eb-a783-ed916dc5280f,84
0273129b-0c6a-45ca-bb62-480cea8f06e8,76
02769450-a036-4655-99ad-c4a72d10a6db,37
027b6ec2-0229-49e4-9661-f789749dc995,11
027d88e2-d07a-4476-acb6-ab8bde9f12a8,44
02814d2c-7c3d-4bc7-a6f5-2b60e94f1c3b,25
02841d15-150c-42a0-9ef9-64995e0c49a0,50
0285bbc6-5b0d-4766-8e90-0efc65fb7080,75
02899d9c-a89c-4dbd-84a9-2769b1e46693,62
0289d81f-ec56-48a9-9205-3ce34a50f46b,84
028e4c25-a21b-4843-bef5-30e49e07ecec,50
02931631-6d85-45a6-aad3-b7863b7976db,64
029e506f-fefc-451b-804f-6fe45ef5eb72,95
02a1e59f-2d83-424b-8824-19fd05306a52,76
02a37118-2e0c-4f87-82ba-94e0946440ed,39
02aa71b4-27d4-41ef-a016-2a158a150e9e,29
02aaad08-37ce-42b4-96eb-a261311aeabb,62
02ab93b1-4fd5-407f-b82c-32eddcf948f3,53
02abd1b7-7adb-40ea-8791-aaaa42d8e53e,62
02b35819-5b3a-4425-9227-b4cfe56e66b3,44
02b511e4-169d-4133-80dd-9c49ddeba752,30
02bb9313-8f67-48b1-9708-77d2e216f137,73
02bebf44-849a-4424-97de-395120841c44,46
02c0e9ba-5b72-402a-a5f7-6253f6fe36ac,73
02c1e6fc-9084-44cd-8dee-71ba4869fdfc,89
02c4e9f2-f79d-4d81-bd41-f5255a3b0541,81
02c7b8d3-110f-40f1-916e-643573e9e4c7,16
02c954ce-3b54-4f4e-9f54-8f73fd7a84df,48
02c97bb1-e356-4e56-8a71-3db354d9a6f8,23
02ca2550-c999-4b56-a062-ff9623f13e84,71
02ca3245-83c7-4558-b9f7-7c932d166627,11
02cb7580-ca75-4376-8864-71000293b9a7,93
02cc4662-382e-47a1-b0b9-bf9fb48cd755,51
02d5f695-287b-4f1a-8f65-761a4b3ecadb,96
02d69b6c-94a3-47c9-8a75-c4aa215354d8,53
02d72ff6-fb0b-4522-ae87-49b8158dfba6,61
02da94df-05f4-4e3f-b363-47bd384b94a6,100
02dad880-ef98-442c-9c25-9dfdc0f850ae,35
02dd828d-c027-4f9a-97af-1db9bf31f166,32
02eadcb4-261a-4e83-9b6f-a8c903d49585,86
02ee119f-95a6-439b-a359-c551d5890569,28
02f404cb-49fa-4d99-9fa8-3f194437cc89,74
02f5b387-e3d8-4431-819b-833d55b217bc,41
02f6e943-a79f-4872-a27f-2c7eee680a2c,96
02fb6492-e279-4e44-a14c-69165ded67a6,58
02fbe8c7-4e5e-494e-8fab-b6d3b966e1ff,97
02fe0798-6c90-4440-a2b1-2449687dc7a5,87
02fe2841-8c1a-4905-b44d-9a7554afb18d,52
030149d6-786a-4315-9169-c55b454e0548,72
0303019a-5ea2-4eee-ae6f-12fff0c87ece,98
03042aa0-8721-498f-bf7b-2978361c298d,29
03043acc-3816-4c59-a8a7-dbc73ad8a8d6,18
030665b0-8a84-4ade-a5f9-954d35d15c90,93
03093534-7171-421f-87ee-120c4156a23b,51
0313b5c6-2bb2-4b42-a30d-008c3247afaa,82
03149ee8-ab6f-44ab-a4d0-bc5469e4bbc1,28
0317302d-e63f-4938-945e-b0ae1969d500,35
031837d2-dad7-42c7-bf1c-be546c54958d,90
0318d1c1-1ef3-4f87-b8da-257c43868c34,69
03198b2e-fd51-44a0-a507-3280182c2d25,17
031adb51-ede2-4503-b3d1-133a7c69b581,30
031b0238-a85b-4319-932a-de0fa209931a,26
031db293-b3f0-4281-b17f-a8b2c0a6eeaa,37
031dbc19-3eef-4d35-bfe2-acd7097675ae,55
03239d03-b2a5-44eb-bfc8-78c5f9eeeb41,26
0324d6bb-e68b-4409-a570-dfc48c627308,21
03257617-b418-4478-9ac8-ea97e1a58a54,95
03289ce5-0e7d-493c-a899-7b6fbd3c2114,39
032b3316-595a-4309-b4a2-3e669d85220d,16
032b5701-9712-4aaf-ac08-cc5e287c6d37,31
032c0314-e707-4c19-9ad0-1a205b528c3d,30
033163c5-2e46-4c56-9bc6-00095a363984,65
0334363e-0093-4ae6-a8fb-bd7fe2f1b623,13
033441f0-7052-4fcd-8c64-5f6891ae16a3,30
0334dd66-8a6c-488e-86cf-8d579f924de8,82
033a3a5d-6f97-45f6-8eb7-9f9fc8bcf31a,18
033c492d-10af-4205-a18e-101a309265c5,22
0343fc1b-cf67-46bd-b2ef-7902d97b51d1,14
0349d627-bb84-4307-90c4-b607f1c11937,92
034f65e7-fcd2-4a50-98ff-920e25d80a37,93
035165ff-afac-4f59-8d27-968d37d8a99b,28
03536283-09d1-4d66-8b66-38755d44a90f,30
03566241-ee69-4fd5-9ecb-b8c91dad802c,51
03581f58-8ea6-44e1-a951-1d191b9e3908,54
03582c16-0c44-45d2-b9ba-6b1371b4bd9e,85
035c3886-ccb1-4818-87bf-d0d29ffd5d0b,38
035e1c5e-5bd1-463c-83b7-e9d6c68c097e,74
03612ebb-30b8-422e-8bd7-1b8d8881bc73,25
036f7768-eb7f-4ddb-ac1f-a2eb4091ebdd,78
03806158-d04f-41c9-a6c5-4732e708641e,15
0381c352-4695-4a51-b9de-83493b785e24,62
03829488-20c4-4d35-ba08-f6d5e4e5b5a0,10
03859631-ca46-4421-8fe2-372227c330f9,95
0385ec6b-9acd-468e-b277-bca2358eb4d4,77
0386401a-994e-44d9-b713-c81465a3a498,58
038660e9-7057-444c-913b-3a9527e33863,58
0386aed3-f724-4830-97b9-3d33215febb5,67
0387503c-9946-4560-91e7-b772b07c6152,27
038e2aad-5b76-4f84-a2ec-a2688fdf268b,47
03954651-44a9-4f9a-8429-1d387625637c,46
03968b2c-1114-4104-80d8-e92f7f8cd140,73
0396d561-e9d7-4080-84c0-db165ecc5866,44
03975557-2227-4426-9ada-c08872ea9162,30
039b482c-31f9-468b-bf88-a0475ef6e6be,11
039b8ef7-8cb7-4829-aab0-2cc9586338a2,80
039cf7e4-1a37-4702-b035-588b378f9513,99
039d3ed9-a33a-49a6-93dd-686d96d6f015,73
03a05964-170f-4287-bf31-bd7b6dcebdaf,14
03a50b19-8856-49d4-bcbd-7f233e9e5804,70
03a60ae7-c9a4-417c-b620-0319e3a722fe,63
03a95b2b-ce2a-4407-9ede-68a5f3de1f0e,23
03aa7293-fb2d-4ccf-b1d3-d0e09f9cb2a1,84
03ab2421-7a0b-4afa-94d1-6f19f4a75281,16
03b53118-a976-425b-9d79-3cbd820cba60,14
03bb1d9a-15fa-4b8d-89ea-18c3f0aa70bd,35
03bb9367-ca0e-4a3e-a521-53661e652910,42
03bc500c-3e19-4844-88c2-437085f2ff82,12
03beb6da-ed4d-4a90-8ea7-f2be9355345b,66
03c4ac50-5c0c-413e-8214-16413f36e5f4,28
03c62c48-c97c-4235-bf5f-53e9a49a99d8,13
03cd281c-bd04-43be-a468-33a73f0a5ae6,19
03cf8999-96aa-46a7-b536-1d028985d79f,59
03d45cd5-a758-4fac-bd90-e35f3af5ddee,49
03d86647-d4ca-424a-96c5-56e9a2ef8938,69
03db35b8-b80c-4ba2-b9bc-ca666ebe1819,99
03dd3272-0e91-464c-b668-e8b5ef91a683,95
03dd9815-29b9-4d6a-8052-22b9a750fbb3,64
03e44015-7039-40bc-82d1-62f34384885a,32
03e92f7b-9ed1-4441-8582-5003c74ea99b,30
03eabcf5-d34b-4de2-a10e-5e05984b5a7c,64
03eb23ab-9afe-4048-8b9e-e4b34c4a9065,60
03ec1e96-48ad-4f27-bf52-a1e4b39922a6,93
03f3d832-b44e-402f-b646-db7d3500ca26,75
03f4333b-7ed4-44c5-b7ee-8de836aaad1a,57
03f492eb-9c68-4792-ae51-3e9440f50000,77
03f7e670-4d1d-403f-bd67-d14c76c2b8bc,39
03fb7b4a-9aff-477f-a4fb-421840998c5c,95
03ffab24-0b3a-48d2-92f0-d8def8dbe3a7,68
0401d4b9-9a76-4c65-aa16-31e4af49b635,89
0405490b-d4a3-4822-b406-9446d8e1ec43,39
04059962-a7b4-41b8-9eb9-fcbcc3dfa3f1,38
040ad6dd-aed8-479d-afa9-9e386d37911d,97
040cf71f-0a8b-47fb-b47c-374a3ac3293a,21
040d2e03-7fbb-4f54-965a-a54ac6e23e92,39
0411d694-bf91-4fb6-8e22-6631250f8de0,41
04120189-05ef-44c3-9c96-3168dc0f11e0,85
0414b702-20b7-47a8-b71a-458d973b3581,24
0416e749-cc54-4254-bf6b-8cc473699ced,70
0421660f-2c66-47f8-8835-d9790bc951c7,96
04255163-fd5a-4f70-8e46-f46c4cf6ac01,67
042564c9-0d20-42cc-9e87-4eb75501633a,53
0426d7ef-69aa-44a1-9d2a-5413a7d5d139,50
042afd79-44d7-4c9e-ba09-d4adb0635395,88
042bcb78-8fb7-44ff-b64a-d2341952bcf8,100
0430d598-30b1-4c21-bc22-720bc333dada,31
04409d6a-86de-4ffd-b4eb-26bc7107c324,84
0440c232-844e-49ca-95ae-e06f9ad76b2d,98
04416b61-9d5f-45de-a11d-65349e8ff545,23
04417600-99ae-4c37-9a13-cbc35b38b182,75
0443b561-7047-4482-b45e-4e77d4dfcf16,39
04466a92-4ed1-4185-a7cd-ad7f176ebed1,13
044865cc-74b7-4cde-8456-ee415dfd8d3c,95
0449c4e6-c01c-4af0-86af-663288e975e8,65
0456cb26-7a9d-4f1b-99c2-e18e948b750f,53
04580777-f99c-4d4d-a28c-06a8a43830db,28
0460589e-b956-443c-b1fc-daf84f38042e,87
0461447e-9a74-4e57-80e4-394d403be92a,41
0462d56d-4615-4c1b-b5e5-ad20da9dca9f,21
0462d5ab-a073-44cb-8714-8b1f7f018506,89
04641fa4-b005-4edf-95b6-62d0efc30633,41
0467978e-76d9-439b-bb64-c06b78855d90,94
04695702-7a4f-4956-989f-f53c010410a2,47
0469840c-df3a-4137-ae7e-a0943e707b8f,31
046af997-e1fe-4748-9855-ce4498a6ae8c,44
04721b90-fa08-4676-a1ea-3323a8c15d62,87
04732b33-ced8-4e74-bed1-28a900d25ca2,11
0473e937-2003-4ad1-8ed0-e94c8d8da1b0,15
0474d7b1-0362-4c76-a94c-6d5be3f4616f,93
047a72f4-0edd-4aaa-bee8-ce074bbca5c8,96
0480cb7e-b6a9-413d-af8c-702d68616918,52
0480fd4f-902a-438e-aa7a-dc92e8dd648e,54
04829eee-e7fa-410c-9e8a-b7a77856df11,60
0486ec6b-b69d-42e1-b03d-f3e702ebba74,42
04876b57-6463-4daf-abf9-37865b266e99,32
04883299-feb3-4e75-b533-d711d4d79b19,50
048dc206-08c8-4901-9ced-e68477f4a633,51
0493d1fe-d986-46c6-9ffc-9a057faf972f,58
0494dbbd-5a32-4090-9e4b-629bee9635a2,61
0499835a-0d7e-46f4-906f-dd7c7651d776,94
049c3ce9-6b65-4720-b475-7e80f331d247,93
04a735ad-3ae7-4101-8790-8a4f11aea137,96
04a92895-a843-4560-91b8-7e472454c0e5,69
04aa5bae-2ecf-4dd6-aeb5-343e3a57186a,80
04ac4352-feb2-43fc-9f4c-a8525713b009,38
04acf604-e14a-4eec-8d0e-1b90ca055283,53
04adbcf8-54f2-4573-9d4a-b1e120e92da0,67
04af0a56-0098-4ab8-89b5-d2604d8c6ef9,59
04af1eff-93a0-4675-9f0c-c4f22eb0d0bb,92
04afb138-b46a-4bc6-9fa4-74ca0d33469b,19
04b189e2-366c-467e-a497-8c1eb00a6ce5,10
04b1ddb0-bb98-4f28-89af-f94615de28c3,11
04b67103-e208-47f6-a541-bb133c7c5eee,37
04b8a0e3-2190-42f5-aaea-0db2e78a878f,42
04bc18c1-fc77-41a2-bac8-4c2b9ac6bc05,34
04bd9f6f-792a-4750-b9a3-835fb7db01d5,70
04bebb32-c4ea-4600-be86-b31db33e3f6c,14
04bfd861-0bbf-4ba9-ab9b-019f2c6fc0d5,14
04c17724-38d1-4b36-b98f-8ed26ba47e0a,17
04c17e72-0484-4a6a-9ec2-63ab74952a58,79
04c67dc0-559c-418c-9c13-b87ddc7f131e,60
04c73e0c-55fa-41d8-90a2-5e7b7040e7e7,30
04c86031-0bfd-4d5d-9f8d-38deecf7c819,24
04ca39a3-5e42-4eaf-9efe-f13d7b306e80,33
04ca5aef-6b91-4bc4-a611-f7c4e443852b,50
04cc8534-2378-4cf6-8139-adc3b5709505,18
04ce24ba-b510-444e-aaef-ea8b93be760d,49
04cf6f63-fd2d-46be-b974-d2c6752f62c7,100
04d275bf-44a5-4bce-84e3-0b02b75116aa,92
04d904e2-300a-4c63-84fd-8769070903e3,78
04da3075-ba2d-4ba1-85c4-8c199ece2025,93
04dc7a30-98f3-4a9f-833b-04428d07f8a3,26
04dcb0b3-3abe-4860-9191-827d021d767f,51
04df3f46-6026-49bb-a176-80e9c7d2b160,42
04e06d0e-d6b0-4348-b671-486adf26dfd7,48
04e229ef-06fe-4af8-a5e8-6fb6641595cb,44
04e5d63b-4209-4693-8a61-7e88dbd01d92,20
04e5fe6d-9066-4c4d-929b-4ff79f1604de,48
04e83abb-87de-4009-ba61-08a0d7779c2d,37
04ebf283-a52f-4422-99ff-c250cf2bf8e1,54
04ebf8a6-01e1-4708-ad45-56d21cae50ab,89
04ec4864-b326-440d-aac5-00bc2506ca96,14
04eca808-2c92-4b0a-af14-1df202328aaa,35
04ed2a6b-f49c-4f37-9d24-ed2bde9bfb3b,37
04ef7739-bfc2-4d37-8a6a-40dacb207641,53
04f1b15f-53dd-404b-b47f-898b2014226d,79
04f21635-ef5a-4234-8747-9f31954fdcc9,40
04f6cf24-aad3-4330-b9f8-6232c10b3f06,72
04fa22d1-bc3d-4920-936f-ae54608df503,63
04fc07ec-d806-428f-ac18-4ab6d0c3f3bb,16
0503f0ca-e35c-42eb-82f5-9373492ce56a,100
0511cdab-33e3-4fc1-8c7d-5ddc9c0ed16d,97
0518b160-3033-41a3-8df9-fedc80c42028,49
0518c55f-087d-4cc9-8e51-4bd708b0dce3,24
051ccf77-d2d1-44d6-949f-704a23deab04,24
051f4946-11b2-4fac-96fe-5bf9cf950766,98
0521aeb3-7fe7-4e21-b801-8a9f83a73292,71
052586a7-e5a0-40c4-b2d5-259e82c832d0,49
0525c104-982f-4047-94f1-4c7b443b6580,26
052de9f1-1b95-41a9-a3ea-1195bb598a6a,39
0531db55-362d-4a8e-ad6e-7f19930bbb05,92
05330664-c6df-41de-bcc1-d6fdfe89c0bd,57
0535e6db-691d-4ac6-97c5-f6fcbd6b19d6,99
05380b97-a115-4268-8c07-f39115a8b8b0,99
053a0653-5a89-47c7-aff2-e2af2476e811,79
053e4591-8ffe-451e-98dc-17f4b711a8b0,49
053f315c-4374-4bd2-a882-ee053604e710,53
05410a42-fe1f-4206-9e9c-dedb67c4f6fb,52
054e9ebf-5c8c-4d1e-be01-f4c4c8ad2101,43
054fcaf4-8f46-468b-89b6-eac52ae909a1,78
0550952e-ebad-4f4a-8e26-c42ace748061,69
05509831-0ec7-42ca-ab62-71b6b593e8ff,54
0551e08d-4c67-42b9-8a58-5ab497b79e0e,43
0552a45b-034d-4a66-af49-9fb05649e449,59
0555a98a-9547-418b-8bd4-923806badf53,73
055b34e4-3dff-4483-9f46-d6429f77ce79,53
055bc5a4-6021-4b8e-9bde-e2d3a3c8f9a4,52
055e79c5-c31f-42c3-8625-00321d7866ec,90
055ec0f8-86d1-435c-b840-a754a26e9b39,27
056012ea-b81d-4482-b069-b88090d870d3,81
05630645-d762-4d1e-a1f0-6305481b39d8,59
05670280-f53c-4911-8a3a-8e56541f3412,40
056f059d-2b00-4e98-8845-dbfd04dfac1c,80
057371fd-f6cb-4d1a-ac07-c86daaee3780,54
05743909-838d-4b58-b057-e9c69b93db97,34
0576ec21-2b79-40f3-ae4a-6b40a6565feb,88
0577426a-0be1-4e2d-b94a-9ff9fd4d5e71,76
0577c863-685d-4c5d-8687-b7d09a1a66b7,54
0578cb1e-02b6-42f2-b988-a032683522d9,53
057cfdfe-7818-40c7-a689-cd9f4baca7fb,25
057ee4c9-eade-4c41-99be-98868082921e,60
